Recipe Id,Recipe,Curray Name,Main Category,Sub Category,Estimated Time,Sri Lankan Cuisine,Province,Health Status
43,"
Make the Beef Curry
Into your pressure cooker (can use an instant pot) add all the curry ingredients listed, except water. Which are beef cubes, onion, green chili, garlic, ginger, curry leaves, pandan leaves, cardamom pods, cloves, cinnamon, cumin powder, curry powder, paprika/chili powder, turmeric powder, salt and oil. Mix well with a spoon to coat all the beef pieces with spices and oil. 


Turn on the stove and saute for about 5 mins until the onions turn translucent, and liquid starts to ooze out from the beef pieces. *


Add 1 cup of water (add more if you like more gravy), mix everything and cover with the lid. Pressure cook on medium heat for 6 whistles in a traditional pressure cooker. Or 35mins in an instant pot on high pressure. 


After 6 whistles, let the pressure goes down naturally. Take about a cup of meat pieces out(without any liquid), let them cool down a little bit, and shred them into pieces using two forks. In case your meat is not tender enough* to shred, add about 1/4 cup of water and pressure cook for another one-two whistle or 6-10 mins in the instant pot on high pressure.


Prepping Roti/flatbread pieces
Thaw frozen Ceylon parotta/Godamba roti according to package instructions. (I usually follow the microwave method). Unfold them to seperate the layers. Cut them into small square pieces, around 3/4 inch in length. Doesn't have to be uniform.


Now heat the wok or a frying pan. Add roti pieces and stir-fry for about a minute until they are not sticky and wet, roti pieces have separated from each other and some pieces catch some golden brown color*. If you're using freshly made godamba roti or dry roti pieces, you can skip this step. 


Making Kottu
Cut your vegetables.  Ready your aromatics, spices, eggs, roti pieces, and shredded beef and curry in separate containers. The process goes quickly so have them all ready, prepped, and closer to your stove.


Heat butter in a wok or a fry pan. Add garlic, curry leaves, pandan leaves. Give a quick toss. Mix in carrots. Stir-fry until carrots turn tender.


Then add shredded beef and onions. Let the beef pieces fry in butter and catch some fried golden color on the edges. Some of the carrots will turn golden as well and that's good.


Then add chili flakes, green chilies, and leeks. Saute for about 10 seconds. 


Move them all to one side of the pan. Add about a tsp of butter to the other side. Add the eggs over butter and start scrambling them until they are halfway cooked. 


When eggs are halfway cooked and half runny, add the roti pieces over the eggs and mix well. This way eggs stick to the roti pieces better since they're still runny. 


Now add oyster sauce and saute really well. Taste and adjust the amount of oyster sauce to your likings.


Add the beef curry about 1/2 cup at a time and mix well. Adjust the amount of curry to your need. I usually add a cup of curry for 450g of roti pieces. 


Adjust salt if needed. Serve warm with the remaining beef curry.


Notes
some meat takes longer to become tender and some don't. It depends on the cut of the meat you're using, the size of your meat pieces, and the time you cook. So if the meat is not shreddable, add a little bit more liquid and pressure cook again for 1 - 2 whistles in the traditional pressure cooker or 6 - 10 mins high pressure in the instant pot.
I usually dry out my roti pieces after I cut them. I always find frozen godamba roti pieces are quite moist and easily breakable when I thaw them. Drying them on a pan helps them to mix with other ingredients without becoming lumpy and absorb more curry which makes them more flavorful. 
some people like the kottu wet and some like it dry and then served with curry. I like the kottu wet when I'm serving it right away. If I'm going to serve it later I keep it dry and serve it with some chicken or beef gravy to add on. If you make a wet kottu to serve later, what happens is, that the roti pieces will absorb all the liquid and will make it lumpy.",Sri Lankan Beef Kottu,Snacks,Spicy Flavour,20+ ,"Lunch,Breakfast,Dinner",Western,Healthy
44,"Ingredients
Servings
3

1 cup unroasted dried cashews

1 large garlic clove minced

1⁄4 cup finely chopped onions

1 small green chili sliced

1 sprig of curry leaves (remove the stem and break the leaves)

1 small pandan leaf broken into pieces

1 piece (3 inch) of cinnamon stick (preferably true Ceylon cinnamon)

1 tsp curry powder

1⁄4 tsp turmeric powder

salt to your taste

1 cup canned coconut milk
Instructions
Put cashews into a bowl and add enough water to fully submerge the cashews. Cover and let the cashews soak overnight*.


Add cashews to a small (2.5L - 3L) pressure cooker*. Add 1 1/4 cup of water from the soaking liquid. Add garlic, onion, green chili, curry powder, turmeric powder, curry leaves, pandan leaves, cinnamon, and salt. 


Cover the pressure cooker lid, and cook on medium heat until you hear 5 whistles (got an instant pot? refer to notes below). Turn off the heat and let the pressure release naturally.


Add coconut milk, stir and simmer the curry on low heat until you get the desired thickness of the gravy and the cashews are buttery soft. 


By any chance, if your cashews are not soft enough, add some water, mix and simmer for another few minutes. Taste salt and adjust if needed. Serve warm


Notes
If you don't have time to soak cashews overnight,  soak them for at least two hours and cook the cashews longer with a little bit more liquid added (6 whistles in the traditional pressure cooker)
If what you have is a big pressure cooker, you need to add more liquid to build up the pressure. 
Instant pot mini is ideal for the amount I've given. If you have a large instant pot (6qt), you need to add more liquid to build the pressure or double the recipe. Cook 30 mins on high pressure and let the pressure release naturally.",Sri Lankan Cashew Curry,Curries,Kirata(Using Coconut Milk),10-20,"Lunch,Dinner",Western,Healthy
45,"Ingredients
Servings
4
To chop in the food-processor

1 medium broccoli crown (about 200g)

1 green chili broken into pieces

2 roughly cut garlic cloves

1⁄8 of a yellow onion (roughly 25g)

1⁄3 cup grated coconut (freshly grated or frozen)

1⁄2 tsp salt
For Tempering

2 tsp coconut oil (or any other neutral oil)

1⁄2 tsp brown mustard seeds

4 dried chilies broken into 1 inch pieces, seeds removed

1 sprig curry leaves
Instructions
Put broccoli florets (you can use the tender parts of the stem too), coconut, onion, green chili, garlic, and salt into the food processor.


Run the food processor on low for about 15 seconds or until they all break down to small pieces. Do not overdo this otherwise you'd endup with a paste.


Heat a frypan or a wok. Add coconut oil and let it heat up. Then add mustard seeds. When seeds start to splatter, add broken red chilies and curry leaves (be careful because curry leaves splatter).


Finally, add your prepared broccoli mixture and stir-fry for about 4 mins on medium heat or until the raw broccoli flavor is gone. Adjust salt if needed. Do not over-cook. Serve warm and enjoy!

",Easy Broccoli Mallung,Salads,Salads,10-20,"Lunch,Breakfast,Dinner",Western,Healthy
46,"Ingredients
Servings
3

300 g tender okra

1 cup onion thinly sliced

5 cloves of garlic finely chopped

2 green chilies slitted or cut into long diagonal pieces (optional)

1 sprig of curry leaves (break the leaves if they are too big)

1 small pandan leaf broken into pieces

2 pieces of cinnamon (roughly 3 inches)

1 tbsp chili flakes (reduce or skip if you don't like heat)

1 tsp coarse ground black pepper powder

1⁄2 tsp turmeric powder

1 tsp vinegar

1 tbsp coconut oil

salt to your taste
Instructions
Clean and cut off the hard tip of the stem. cut okra into about 1/2 cm diagonal slices. This will allow the okra to expose to more heat and cook quicker.


Heat coconut oil in a large nonstick skillet. Add the pieces of cinnamon first. Then add curry leaves, pandan leaves. When they splatter add your finely chopped garlic and saute. 


When the garlic starts to get brown, add sliced onion. Reduce the heat and saute until they start to get translucent. 


Now add turmeric powder, chili flakes, coarse ground black pepper powder, and a little more than half a tsp of salt. You can add more salt later.

(please adjust the amount of chili flakes you use to your preference.)


Saute for about 30 seconds. Mix your spices well with the onions.


Turn up the heat to medium high and add okra. Mix really well. 


Now spread your okra across the whole pan and let them fry a little bit without mixing. When the bottom pieces start to turn golden a little bit, give them a quick toss. Do the same process again once more. You don't need all the pieces to turn brown or golden but those caramelized okra and onion pieces add so much flavor to the stir-fry.


Add white vinegar and mix it well with okra. This will help to reduce the sliminess and will balance out the sweetness from caramelized okra and onions.


Optional: Add green chilies and mix well to add some color.

",Easy Stir-fried okra (Vegan),Curries,Fried,10-20,Lunch,Western,Healthy
47,"Ingredients
Servings
4

4 cup Cabbage sliced and then cut into 1 - 1.5 inches.

1 cup Onion sliced and cut into half

5 cloves of Garlic chopped

3 Green chilies split into 2 - 4 pieces

2 pieces of Cinnamon (roughly 2 inches long)

2 sprigs of Curry leaves

1 Pandan leaf broken into pieces

1⁄4 tsp Turmeric powder

1 tbsp Chili flakes (adjust to your spice level)

1 tbsp Maldive fish flakes (vegans/vegetarians can skip this ingredient)

1 tsp Regular/light soy sauce

1⁄2 tsp White vinegar

1 1⁄2 tbsp coconut oil

salt to your taste
Instructions
Heat coconut oil in a pan. Make sure you use a large frypan or a wok (read the recipe description to find out why). Add 2 pieces of cinnamon. Leave a few seconds until becomes aromatic.


And then add curry leaves, pandan leaves, and garlic. Saute until garlic starts to turn golden around the edges. Do not wait until they become brown or burn. 


Then add sliced onion and split green chilies. (if you don't like spice, reduce the number of green chilies you use.) saute until onions become sweaty. 


Now add the rest of the spices along with Maldive fish flakes and some salt. Mix with onions. Adjust the amount of chili flakes according to your level of heat tolerance.


Add sliced cabbage and keep flipping and mixing continuously. So the steam can escape quickly without making cabbage soggy and it makes everything cook fairly evenly.


When the cabbage starts to turn tender, add white vinegar and soy sauce and cook for about another minute. Taste and adjust salt to your taste. Turn off the heat. Serve immediately or transfer to a different plate to stop overcooking.

",Spicy Easy Cabbage Stir-fry,Curries,"Spicy Flavour,Fried",10-20,Lunch,Western,Healthy
48,"Ingredients
Servings
2
For the rice

1 cup Rice ( Basmati or short grain non-sticky rice like 'keeri samba') (thoroughly washed and drained)

1 cup Curry leaves (stems removed)

3 cardomom

3 cloves

1⁄4 tsp black pepper corns

1 piece of cinnamon

1 pandan leaf broken

1 small piece of ginger

3 cloves of garlic

1⁄4 cup onion chopped or sliced

1⁄2 cup coconut milk

3⁄4 cup water (you might need a little bit more. Read the recipe description)

1 tbsp Butter

salt to your taste
For tempering vegetables

1⁄3 cup carrot cut into rounds or julienned

1⁄3 cup cabbage julienned

1⁄4 cup spring onions or leeks sliced

1 tbsp Butter

salt to your taste

pepper to your taste
Instructions
Cook rice
Crush your ginger and garlic to make a ginger-garlic paste (please do not use store-bought ginger garlic paste instead)


Add your curry leaves along with 1 tbsp of water and to your grinder cup or to the chopper and make a rough paste.


Heat your instant pot or rice cooker. Add 1 tbsp of butter. When the butter is melted add cardamom, cloves, black peppercorns, a cinnamon piece, broken pandan leaf, and saute for few seconds until aromatic.


Then add your ginger garlic paste and mix well with butter.


Add your chopped onion. (You can turn off the instant pot or rice cooker for a minute or two if ginger and garlic starts to burn and stick to the bottom) Saute well with butter and ginger garlic paste. Cook until onions start to turn translucent.


Then add the curry leaves paste. Mix well. Do not cook until they turn brown.


Then add your rice and mix well with the mixture.


Add coconut milk along with water (you can replace water with stock if you want). Use a little bit more water than I mentioned if you’re using a rice cooker.


Also, add salt to your taste.


Make sure to taste the mixture. You should be able to taste the salt in the mixture. It would balance out once the rice is cooked. Undersalted rice can result in bland tasting rice. Cover the instant pot/rice cooker and cook rice the usual way you cook white rice.


Make vegetable stir-fry
Heat a pan on the stove. Add 1 tbsp of butter. And then to that add carrots first and saute.


When carrots start to turn tender then add your cabbage. Saute for a few seconds. Do not cook until they turn mushy or brown.


Add a bit of salt and pepper to season.


Turn off the heat and add spring onions or leeks. Mix well. The residual heat is enough to cook them


Mix
When the rice is cooked, add your vegetable mixture to the rice cooker/instant pot.


Mix everything well without breaking the rice grains.

",Curry Leaves rice with vegetables,"Rice, Curries","brown rice, Kirata(Using Coconut Milk)",20+ ,"Lunch,Dinner",Western,Healthy
49,"Ingredients
Servings
6

12 small-medium banana peppers

2 cup finely chopped onions

1⁄4 cup Maldive fish flakes

1 tsp Sri Lankan roasted curry powder

1⁄2 tsp salt

1⁄2 tsp lime juice

2 tsp oil

some salt and pepper to sprinkle
Instructions
Wash and put a long slit on each banana pepper. And remove the seeds. Highly recommend using gloves when you work with banana peppers. Also, if the banana peppers you're using are very fresh and break easily, then blanch them in hot water for a few seconds to soften them up.

In a bowl, mix onions, Maldive fish flakes, Sri Lankan roasted curry powder, salt, and lime juice. Mix well using your hands. gently crush the onions with your fingers as you're mixing. Make this mixture only when you're ready to stuff the peppers and grill. Do not let it sit on the counter.

Fill all the banana peppers with the mixture. it's easier to use hands for this. But make sure you wear gloves.

Heat 2 tsp of oil in a large pan. Lay all the banana peppers. Leave space between each banana pepper. Sprinkle some salt and pepper on the top. Let one side of the banana peppers brown and then flip and let the other side brown too.
",Grilled stuffed banana peppers,Curries,"Spicy Flavour,Fried",10-20,Lunch,Western,Healthy
50,"Ingredients
Servings
4

2 cup ""Kekulu"" Rice (Substitute : Basmati, Jasmine)

3 3⁄4 cup Water

400 ml Thick coconut milk ( 400ml = 1 2/3 cups = 1 can)

2 tsp Salt
Instructions
Making Kiribath
Wash your rice first, then drain water and put it into the rice cooker or instant pot (which is what I use here) or any pot you cook your rice usually. 


Add water and 1 tsp salt (keep rest of the salt for after). Cook your rice using your usual method. If you're using a rice cooker, turn on the cook switch. If you're using an instant pot, press the rice preset. All you do here is cook rice the normal way but with just a little bit of water than you’d normally use.


Get your thick coconut milk (I use one 400ml can for 2 cups of rice) and the rest of the salt to it and dissolve well. Taste it and it should taste a little salty. If you have tasted Kiribath before your coconut milk should have a similar taste to Kiribath now. Adjust salt to your liking. 


Add the coconut milk to the cooked rice as soon as the rice is done cooking. Do NOT wait until the rice cools down.


Mix your rice and coconut milk very well using a spoon until the rice grains breakdown and everything sticks together. You can transfer the rice to a banana leaf or a tray at this point and shape it. But if you still get the raw coconut milk smell, turn on the heat back again and cook for about 2- 3 more minutes on the stove or in the rice cooker. If you’re using an instant pot, press the “Keep warm” option and leave it covered for about 5 - 8 mins


Shaping and cutting Kiribath
Transfer the rice to a cleaned banana leaf. Make sure to do it while Kiribath/milkrice is still hot. It starts to become hardened as it cools down. Which makes it harder to shape and cut into squares.


Shape the Kiribath using another piece of banana leaf/ a baking paper/ spatula into a flat round or a square or to any other shape of your liking. Press the rice firmly so the broken rice sticks to each other.


Get a knife and wrap the knife with a plastic wrap. And apply a little bit of coconut milk/milk or water so the knife doesn’t stick to the rice.


Cut your shaped Kiribath into squares or diamond shapes. Let it cool down a little bit. It’s easier to separate squares when Kiribath has cooled down.

",Kiribath (Sri Lankan Milk Rice),Rice,brown rice,20+ ,Lunch,Western,Healthy
51,"12 green cardamom pods
12 black peppercorns
6 cloves
1 tsp fennel seeds
1 cinnamon stick, broken in half
3cm piece ginger, roughly sliced
500ml full-cream milk
1 tbsp jaggery powder*
1 tbsp Dilmah Pure Ceylon tea leaves (or any other full-bodied black tea)

1. Using a mortar and pestle, pound the cardamom pods, peppercorns, cloves, fennel seeds, cinnamon stick and ginger into a coarse paste.

2. Put the pounded spices and the milk into a small saucepan and place over medium heat.

3. Stir in the jaggery and bring to the boil. When the milk reaches boiling point, immediately remove from the heat and gently stir in the tea leaves. Cover and infuse for 5 minutes.

4. Pour the tea through a small sieve into a jug. To create a froth, pour the tea into four small glasses from a height (about 30cm).",Spicy Ceylon tea,Drinks,Hot,1-10,Dines,Western,Healthy
52,"85g packet strawberry or raspberry jelly crystals
1 tbsp basil seeds*
35g dried seviyan vermicelli noodles**
1 litre full-cream milk
2 tbsp sugar
185ml rose syrup (or rose sherbet syrup)
270g ice cubes

1. Prepare the jelly according to the instructions on the packet and set aside to cool to room temperature. Line a rectangular container (measuring approximately 12 x 20cm) with plastic wrap, leaving some plastic wrap hanging over the sides. Pour the jelly into the lined container, then place in the refrigerator to set.

2. Soak the basil seeds in 500ml cold water for 15 minutes, or until soft and plump. While the seeds are soaking, bring 500ml water to the boil in a saucepan, add the vermicelli noodles and cook for 2–3 minutes, or until tender. Drain, rinse under cold running water to stop the cooking process, then drain and set aside.

3. Bring the milk to the boil in a large heavy-based saucepan. Stir in the sugar, then reduce the heat and simmer over low heat for 2–3 minutes, or until the sugar has dissolved. Remove from the heat and stir in the rose syrup, and set aside to cool slightly.

4. Drain the basil seeds and add to the faluda, followed by the vermicelli noodles. Transfer to a large jug or container and chill in the refrigerator.

5. When the faluda is chilled, carefully remove the jelly from the container and cut into 2cm cubes. Take six tall glasses and fill each one halfway with the jelly and ice cubes, then pour over the faluda. Serve as a drink or dessert.",Faluda,Drinks,"Cold,Shakes",1-10,Dines,Western,Healthy
53,"50g coriander seeds, washed
40g piece ginger, roughly sliced
Sugar or honey, to taste

1. Combine the coriander seeds and ginger in a saucepan with 1 litre water. Bring
to the boil, reduce the heat to medium and simmer, uncovered, for 15 minutes.

2. Strain and add sugar or honey to taste, stir well and serve.",Ginger and coriander tea,Drinks,Hot,1-10,Dines,Western,Healthy
